SOURCE,TARGET,KIND
3683,4188,FAMILY
3859,3048,FAMILY
3859,3613,FAMILY
3859,3847,FAMILY
3859,4871,FAMILY
4871,3847,FAMILY
4871,3613,FAMILY
4871,3048,FAMILY
3847,3613,FAMILY
3847,3048,FAMILY
3613,3048,FAMILY
4536,3687,FAMILY
4536,3957,FAMILY
3957,3687,FAMILY
4510,4892,FAMILY
3546,4200,FAMILY
3546,3196,FAMILY
3546,4426,FAMILY
3546,4092,FAMILY
3546,2978,FAMILY
3546,3473,FAMILY
3473,2978,FAMILY
3473,4092,FAMILY
3473,4426,FAMILY
3473,3196,FAMILY
3473,4200,FAMILY
2978,4092,FAMILY
2978,4426,FAMILY
2978,3196,FAMILY
2978,4200,FAMILY
4092,4426,FAMILY
4092,3196,FAMILY
4092,4200,FAMILY
4426,3196,FAMILY
4426,4200,FAMILY
3196,4200,FAMILY
4170,3928,FAMILY
4170,3803,FAMILY
4170,2899,FAMILY
2899,3803,FAMILY
2899,3928,FAMILY
3803,3928,FAMILY
4461,3085,FAMILY
4461,4685,FAMILY
4685,3085,FAMILY
4333,3743,FAMILY
3671,4366,FAMILY
3671,2875,FAMILY
3671,4746,FAMILY
3671,3487,FAMILY
3487,4746,FAMILY
3487,2875,FAMILY
3487,4366,FAMILY
4746,2875,FAMILY
4746,4366,FAMILY
2875,4366,FAMILY
3380,4140,FAMILY
3380,3831,FAMILY
3380,3028,FAMILY
3028,3831,FAMILY
3028,4140,FAMILY
3831,4140,FAMILY
4120,3788,FAMILY
4120,2884,FAMILY
4120,3713,FAMILY
4120,3510,FAMILY
4120,3774,FAMILY
3774,3510,FAMILY
3774,3713,FAMILY
3774,2884,FAMILY
3774,3788,FAMILY
3510,3713,FAMILY
3510,2884,FAMILY
3510,3788,FAMILY
3713,2884,FAMILY
3713,3788,FAMILY
2884,3788,FAMILY
4679,3978,FAMILY
4679,3961,FAMILY
3961,3978,FAMILY
3943,4919,FAMILY
3943,4160,FAMILY
3943,2947,FAMILY
3943,3325,FAMILY
3943,3161,FAMILY
3943,3227,FAMILY
3227,3161,FAMILY
3227,3325,FAMILY
3227,2947,FAMILY
3227,4160,FAMILY
3227,4919,FAMILY
3161,3325,FAMILY
3161,2947,FAMILY
3161,4160,FAMILY
3161,4919,FAMILY
3325,2947,FAMILY
3325,4160,FAMILY
3325,4919,FAMILY
2947,4160,FAMILY
2947,4919,FAMILY
4160,4919,FAMILY
4330,3261,FAMILY
3549,3369,FAMILY
3549,3251,FAMILY
3549,3721,FAMILY
3549,3874,FAMILY
3874,3721,FAMILY
3874,3251,FAMILY
3874,3369,FAMILY
3721,3251,FAMILY
3721,3369,FAMILY
3251,3369,FAMILY
4256,4929,FAMILY
3004,3465,FAMILY
3004,4573,FAMILY
3004,4694,FAMILY
3004,2898,FAMILY
2898,4694,FAMILY
2898,4573,FAMILY
2898,3465,FAMILY
4694,4573,FAMILY
4694,3465,FAMILY
4573,3465,FAMILY
4470,3584,FAMILY
4470,3936,FAMILY
4470,4169,FAMILY
4169,3936,FAMILY
4169,3584,FAMILY
3936,3584,FAMILY
4155,3583,FAMILY
4155,4520,FAMILY
4155,4343,FAMILY
4155,4208,FAMILY
4155,3378,FAMILY
4155,3663,FAMILY
3663,3378,FAMILY
3663,4208,FAMILY
3663,4343,FAMILY
3663,4520,FAMILY
3663,3583,FAMILY
3378,4208,FAMILY
3378,4343,FAMILY
3378,4520,FAMILY
3378,3583,FAMILY
4208,4343,FAMILY
4208,4520,FAMILY
4208,3583,FAMILY
4343,4520,FAMILY
4343,3583,FAMILY
4520,3583,FAMILY
3023,4728,FAMILY
3023,4783,FAMILY
3023,3555,FAMILY
3023,4133,FAMILY
4133,3555,FAMILY
4133,4783,FAMILY
4133,4728,FAMILY
3555,4783,FAMILY
3555,4728,FAMILY
4783,4728,FAMILY
3127,4782,FAMILY
3127,4640,FAMILY
3127,3932,FAMILY
3127,4595,FAMILY
3127,4719,FAMILY
4719,4595,FAMILY
4719,3932,FAMILY
4719,4640,FAMILY
4719,4782,FAMILY
4595,3932,FAMILY
4595,4640,FAMILY
4595,4782,FAMILY
3932,4640,FAMILY
3932,4782,FAMILY
4640,4782,FAMILY
4731,3580,FAMILY
4731,3040,FAMILY
4731,3480,FAMILY
4731,3741,FAMILY
4731,3152,FAMILY
4731,3707,FAMILY
4731,2932,FAMILY
2932,3707,FAMILY
2932,3152,FAMILY
2932,3741,FAMILY
2932,3480,FAMILY
2932,3040,FAMILY
2932,3580,FAMILY
3707,3152,FAMILY
3707,3741,FAMILY
3707,3480,FAMILY
3707,3040,FAMILY
3707,3580,FAMILY
3152,3741,FAMILY
3152,3480,FAMILY
3152,3040,FAMILY
3152,3580,FAMILY
3741,3480,FAMILY
3741,3040,FAMILY
3741,3580,FAMILY
3480,3040,FAMILY
3480,3580,FAMILY
3040,3580,FAMILY
3902,4527,FAMILY
3902,3508,FAMILY
3508,4527,FAMILY
4597,4858,FAMILY
4179,4748,FAMILY
4179,4412,FAMILY
4179,4869,FAMILY
4179,2981,FAMILY
4179,3252,FAMILY
4179,3530,FAMILY
3530,3252,FAMILY
3530,2981,FAMILY
3530,4869,FAMILY
3530,4412,FAMILY
3530,4748,FAMILY
3252,2981,FAMILY
3252,4869,FAMILY
3252,4412,FAMILY
3252,4748,FAMILY
2981,4869,FAMILY
2981,4412,FAMILY
2981,4748,FAMILY
4869,4412,FAMILY
4869,4748,FAMILY
4412,4748,FAMILY
4647,4806,FAMILY
4647,4810,FAMILY
4647,4591,FAMILY
4647,3099,FAMILY
3099,4591,FAMILY
3099,4810,FAMILY
3099,4806,FAMILY
4591,4810,FAMILY
4591,4806,FAMILY
4810,4806,FAMILY
3003,4649,FAMILY
4823,3162,FAMILY
4823,2998,FAMILY
4823,3821,FAMILY
4823,2904,FAMILY
4823,3258,FAMILY
3258,2904,FAMILY
3258,3821,FAMILY
3258,2998,FAMILY
3258,3162,FAMILY
2904,3821,FAMILY
2904,2998,FAMILY
2904,3162,FAMILY
3821,2998,FAMILY
3821,3162,FAMILY
2998,3162,FAMILY
4777,3067,FAMILY
4777,3329,FAMILY
4777,4439,FAMILY
4439,3329,FAMILY
4439,3067,FAMILY
3329,3067,FAMILY
3130,3058,FAMILY
3130,3946,FAMILY
3130,4459,FAMILY
3130,3690,FAMILY
3130,3504,FAMILY
3130,4708,FAMILY
4708,3504,FAMILY
4708,3690,FAMILY
4708,4459,FAMILY
4708,3946,FAMILY
4708,3058,FAMILY
3504,3690,FAMILY
3504,4459,FAMILY
3504,3946,FAMILY
3504,3058,FAMILY
3690,4459,FAMILY
3690,3946,FAMILY
3690,3058,FAMILY
4459,3946,FAMILY
4459,3058,FAMILY
3946,3058,FAMILY
4854,3484,FAMILY
4074,3956,FAMILY
4074,4123,FAMILY
4074,4548,FAMILY
4074,3232,FAMILY
3232,4548,FAMILY
3232,4123,FAMILY
3232,3956,FAMILY
4548,4123,FAMILY
4548,3956,FAMILY
4123,3956,FAMILY
4138,4531,FAMILY
4138,4920,FAMILY
4920,4531,FAMILY
3097,4660,FAMILY
3097,3735,FAMILY
3097,3964,FAMILY
3097,3864,FAMILY
3864,3964,FAMILY
3864,3735,FAMILY
3864,4660,FAMILY
3964,3735,FAMILY
3964,4660,FAMILY
3735,4660,FAMILY
4168,3565,FAMILY
4168,3373,FAMILY
3373,3565,FAMILY
3492,3679,FAMILY
4659,3727,FAMILY
3914,3951,FAMILY
3795,4741,FAMILY
3795,4340,FAMILY
3795,3263,FAMILY
3263,4340,FAMILY
3263,4741,FAMILY
4340,4741,FAMILY
3952,4453,FAMILY
3952,3039,FAMILY
3952,3875,FAMILY
3952,3723,FAMILY
3723,3875,FAMILY
3723,3039,FAMILY
3723,4453,FAMILY
3875,3039,FAMILY
3875,4453,FAMILY
3039,4453,FAMILY
3212,3113,FAMILY
3212,4506,FAMILY
3212,4069,FAMILY
3212,3980,FAMILY
3212,3355,FAMILY
3212,3193,FAMILY
3193,3355,FAMILY
3193,3980,FAMILY
3193,4069,FAMILY
3193,4506,FAMILY
3193,3113,FAMILY
3355,3980,FAMILY
3355,4069,FAMILY
3355,4506,FAMILY
3355,3113,FAMILY
3980,4069,FAMILY
3980,4506,FAMILY
3980,3113,FAMILY
4069,4506,FAMILY
4069,3113,FAMILY
4506,3113,FAMILY
4110,4841,FAMILY
4110,4850,FAMILY
4850,4841,FAMILY
4374,3270,FAMILY
4374,3539,FAMILY
4374,4499,FAMILY
4499,3539,FAMILY
4499,3270,FAMILY
3539,3270,FAMILY
3019,3678,FAMILY
4418,3933,FAMILY
4418,4315,FAMILY
4418,3773,FAMILY
4418,2935,FAMILY
4418,3308,FAMILY
4418,3008,FAMILY
3008,3308,FAMILY
3008,2935,FAMILY
3008,3773,FAMILY
3008,4315,FAMILY
3008,3933,FAMILY
3308,2935,FAMILY
3308,3773,FAMILY
3308,4315,FAMILY
3308,3933,FAMILY
2935,3773,FAMILY
2935,4315,FAMILY
2935,3933,FAMILY
3773,4315,FAMILY
3773,3933,FAMILY
4315,3933,FAMILY
4623,3370,FAMILY
4623,3286,FAMILY
3286,3370,FAMILY
4381,3955,FAMILY
4641,3188,FAMILY
4641,4523,FAMILY
4523,3188,FAMILY
4671,3703,FAMILY
4671,3840,FAMILY
4671,4115,FAMILY
4671,4761,FAMILY
4671,3833,FAMILY
4671,4722,FAMILY
4722,3833,FAMILY
4722,4761,FAMILY
4722,4115,FAMILY
4722,3840,FAMILY
4722,3703,FAMILY
3833,4761,FAMILY
3833,4115,FAMILY
3833,3840,FAMILY
3833,3703,FAMILY
4761,4115,FAMILY
4761,3840,FAMILY
4761,3703,FAMILY
4115,3840,FAMILY
4115,3703,FAMILY
3840,3703,FAMILY
3415,3016,FAMILY
3415,4504,FAMILY
3415,3601,FAMILY
3415,3689,FAMILY
3415,3921,FAMILY
3921,3689,FAMILY
3921,3601,FAMILY
3921,4504,FAMILY
3921,3016,FAMILY
3689,3601,FAMILY
3689,4504,FAMILY
3689,3016,FAMILY
3601,4504,FAMILY
3601,3016,FAMILY
4504,3016,FAMILY
4265,3778,FAMILY
4265,4042,FAMILY
4265,3432,FAMILY
4265,2979,FAMILY
4265,4237,FAMILY
4265,4550,FAMILY
4265,4028,FAMILY
4265,3828,FAMILY
3828,4028,FAMILY
3828,4550,FAMILY
3828,4237,FAMILY
3828,2979,FAMILY
3828,3432,FAMILY
3828,4042,FAMILY
3828,3778,FAMILY
4028,4550,FAMILY
4028,4237,FAMILY
4028,2979,FAMILY
4028,3432,FAMILY
4028,4042,FAMILY
4028,3778,FAMILY
4550,4237,FAMILY
4550,2979,FAMILY
4550,3432,FAMILY
4550,4042,FAMILY
4550,3778,FAMILY
4237,2979,FAMILY
4237,3432,FAMILY
4237,4042,FAMILY
4237,3778,FAMILY
2979,3432,FAMILY
2979,4042,FAMILY
2979,3778,FAMILY
3432,4042,FAMILY
3432,3778,FAMILY
4042,3778,FAMILY
4546,4020,FAMILY
4546,3088,FAMILY
4546,3204,FAMILY
4546,4272,FAMILY
4272,3204,FAMILY
4272,3088,FAMILY
4272,4020,FAMILY
3204,3088,FAMILY
3204,4020,FAMILY
3088,4020,FAMILY
3517,4622,FAMILY
3517,4198,FAMILY
3517,4917,FAMILY
4917,4198,FAMILY
4917,4622,FAMILY
4198,4622,FAMILY
4009,4266,FAMILY
3748,3009,FAMILY
3748,3169,FAMILY
3169,3009,FAMILY
2980,4328,FAMILY
2980,2895,FAMILY
2980,4790,FAMILY
4790,2895,FAMILY
4790,4328,FAMILY
2895,4328,FAMILY
3304,4267,FAMILY
3304,4406,FAMILY
3304,3755,FAMILY
3304,4764,FAMILY
4764,3755,FAMILY
4764,4406,FAMILY
4764,4267,FAMILY
3755,4406,FAMILY
3755,4267,FAMILY
4406,4267,FAMILY
3324,2873,FAMILY
3324,2850,FAMILY
3324,4642,FAMILY
4642,2850,FAMILY
4642,2873,FAMILY
2850,2873,FAMILY
4385,4423,FAMILY
4385,2849,FAMILY
2849,4423,FAMILY
3340,3248,FAMILY
3340,3900,FAMILY
3340,4778,FAMILY
3340,2852,FAMILY
3340,4690,FAMILY
4690,2852,FAMILY
4690,4778,FAMILY
4690,3900,FAMILY
4690,3248,FAMILY
2852,4778,FAMILY
2852,3900,FAMILY
2852,3248,FAMILY
4778,3900,FAMILY
4778,3248,FAMILY
3900,3248,FAMILY
3030,4091,FAMILY
3030,4567,FAMILY
3030,3359,FAMILY
3030,4003,FAMILY
3030,3472,FAMILY
3030,3006,FAMILY
3006,3472,FAMILY
3006,4003,FAMILY
3006,3359,FAMILY
3006,4567,FAMILY
3006,4091,FAMILY
3472,4003,FAMILY
3472,3359,FAMILY
3472,4567,FAMILY
3472,4091,FAMILY
4003,3359,FAMILY
4003,4567,FAMILY
4003,4091,FAMILY
3359,4567,FAMILY
3359,4091,FAMILY
4567,4091,FAMILY
3422,4677,FAMILY
3422,4807,FAMILY
4807,4677,FAMILY
3497,4014,FAMILY
3497,4428,FAMILY
3497,4264,FAMILY
3497,3667,FAMILY
3667,4264,FAMILY
3667,4428,FAMILY
3667,4014,FAMILY
4264,4428,FAMILY
4264,4014,FAMILY
4428,4014,FAMILY
4602,4136,FAMILY
4602,3095,FAMILY
4602,3102,FAMILY
3102,3095,FAMILY
3102,4136,FAMILY
3095,4136,FAMILY
4321,4594,FAMILY
4321,3746,FAMILY
3746,4594,FAMILY
4458,4062,FAMILY
3893,4429,FAMILY
3893,2938,FAMILY
3893,4829,FAMILY
3893,3476,FAMILY
3893,2874,FAMILY
3893,4247,FAMILY
4247,2874,FAMILY
4247,3476,FAMILY
4247,4829,FAMILY
4247,2938,FAMILY
4247,4429,FAMILY
2874,3476,FAMILY
2874,4829,FAMILY
2874,2938,FAMILY
2874,4429,FAMILY
3476,4829,FAMILY
3476,2938,FAMILY
3476,4429,FAMILY
4829,2938,FAMILY
4829,4429,FAMILY
2938,4429,FAMILY
4732,2877,FAMILY
4732,4577,FAMILY
4577,2877,FAMILY
3940,4664,FAMILY
3940,3930,FAMILY
3940,3494,FAMILY
3940,4586,FAMILY
4586,3494,FAMILY
4586,3930,FAMILY
4586,4664,FAMILY
3494,3930,FAMILY
3494,4664,FAMILY
3930,4664,FAMILY
2987,3557,FAMILY
3732,4185,FAMILY
3732,4044,FAMILY
3732,3674,FAMILY
3674,4044,FAMILY
3674,4185,FAMILY
4044,4185,FAMILY
3276,3641,FAMILY
3276,3172,FAMILY
3276,4557,FAMILY
4557,3172,FAMILY
4557,3641,FAMILY
3172,3641,FAMILY
4855,4902,FAMILY
4855,4088,FAMILY
4855,3374,FAMILY
4855,3199,FAMILY
3199,3374,FAMILY
3199,4088,FAMILY
3199,4902,FAMILY
3374,4088,FAMILY
3374,4902,FAMILY
4088,4902,FAMILY
3529,3134,FAMILY
4035,4161,FAMILY
4035,3967,FAMILY
4035,2970,FAMILY
4035,4768,FAMILY
4035,3363,FAMILY
4035,2908,FAMILY
2908,3363,FAMILY
2908,4768,FAMILY
2908,2970,FAMILY
2908,3967,FAMILY
2908,4161,FAMILY
3363,4768,FAMILY
3363,2970,FAMILY
3363,3967,FAMILY
3363,4161,FAMILY
4768,2970,FAMILY
4768,3967,FAMILY
4768,4161,FAMILY
2970,3967,FAMILY
2970,4161,FAMILY
3967,4161,FAMILY
4636,3070,FAMILY
4636,4316,FAMILY
4316,3070,FAMILY
4100,3230,FAMILY
4100,4078,FAMILY
4100,3309,FAMILY
4100,3242,FAMILY
4100,3826,FAMILY
3826,3242,FAMILY
3826,3309,FAMILY
3826,4078,FAMILY
3826,3230,FAMILY
3242,3309,FAMILY
3242,4078,FAMILY
3242,3230,FAMILY
3309,4078,FAMILY
3309,3230,FAMILY
4078,3230,FAMILY
4345,3808,FAMILY
4345,4197,FAMILY
4345,3198,FAMILY
3198,4197,FAMILY
3198,3808,FAMILY
4197,3808,FAMILY
3108,4055,FAMILY
3462,3352,FAMILY
3462,4262,FAMILY
3462,2993,FAMILY
2993,4262,FAMILY
2993,3352,FAMILY
4262,3352,FAMILY
3669,3455,FAMILY
3669,3459,FAMILY
3669,2974,FAMILY
3669,4837,FAMILY
4837,2974,FAMILY
4837,3459,FAMILY
4837,3455,FAMILY
2974,3459,FAMILY
2974,3455,FAMILY
3459,3455,FAMILY
3323,2858,FAMILY
3323,4736,FAMILY
3323,3702,FAMILY
3323,3628,FAMILY
3323,3474,FAMILY
3323,3829,FAMILY
3323,4836,FAMILY
4836,3829,FAMILY
4836,3474,FAMILY
4836,3628,FAMILY
4836,3702,FAMILY
4836,4736,FAMILY
4836,2858,FAMILY
3829,3474,FAMILY
3829,3628,FAMILY
3829,3702,FAMILY
3829,4736,FAMILY
3829,2858,FAMILY
3474,3628,FAMILY
3474,3702,FAMILY
3474,4736,FAMILY
3474,2858,FAMILY
3628,3702,FAMILY
3628,4736,FAMILY
3628,2858,FAMILY
3702,4736,FAMILY
3702,2858,FAMILY
4736,2858,FAMILY
4508,3912,FAMILY
4508,3458,FAMILY
4508,4356,FAMILY
4508,4943,FAMILY
4508,4821,FAMILY
4508,3045,FAMILY
3045,4821,FAMILY
3045,4943,FAMILY
3045,4356,FAMILY
3045,3458,FAMILY
3045,3912,FAMILY
4821,4943,FAMILY
4821,4356,FAMILY
4821,3458,FAMILY
4821,3912,FAMILY
4943,4356,FAMILY
4943,3458,FAMILY
4943,3912,FAMILY
4356,3458,FAMILY
4356,3912,FAMILY
3458,3912,FAMILY
4250,4901,FAMILY
4250,4134,FAMILY
4250,4116,FAMILY
4116,4134,FAMILY
4116,4901,FAMILY
4134,4901,FAMILY
3887,3192,FAMILY
3887,4476,FAMILY
3887,4579,FAMILY
3887,3625,FAMILY
3625,4579,FAMILY
3625,4476,FAMILY
3625,3192,FAMILY
4579,4476,FAMILY
4579,3192,FAMILY
4476,3192,FAMILY
2968,4292,FAMILY
2968,4108,FAMILY
4108,4292,FAMILY
4744,4692,FAMILY
4744,4819,FAMILY
4744,4228,FAMILY
4744,3461,FAMILY
4744,3181,FAMILY
3181,3461,FAMILY
3181,4228,FAMILY
3181,4819,FAMILY
3181,4692,FAMILY
3461,4228,FAMILY
3461,4819,FAMILY
3461,4692,FAMILY
4228,4819,FAMILY
4228,4692,FAMILY
4819,4692,FAMILY
4629,3573,FAMILY
4629,3998,FAMILY
4629,3376,FAMILY
3376,3998,FAMILY
3376,3573,FAMILY
3998,3573,FAMILY
3672,4564,FAMILY
3672,4681,FAMILY
3672,3179,FAMILY
3179,4681,FAMILY
3179,4564,FAMILY
4681,4564,FAMILY
3438,3245,FAMILY
3438,4617,FAMILY
4617,3245,FAMILY
4848,4753,FAMILY
4848,3762,FAMILY
4848,4596,FAMILY
4848,4203,FAMILY
4203,4596,FAMILY
4203,3762,FAMILY
4203,4753,FAMILY
4596,3762,FAMILY
4596,4753,FAMILY
3762,4753,FAMILY
3675,3736,FAMILY
3675,3206,FAMILY
3675,3695,FAMILY
3675,4480,FAMILY
3675,3505,FAMILY
3675,2936,FAMILY
2936,3505,FAMILY
2936,4480,FAMILY
2936,3695,FAMILY
2936,3206,FAMILY
2936,3736,FAMILY
3505,4480,FAMILY
3505,3695,FAMILY
3505,3206,FAMILY
3505,3736,FAMILY
4480,3695,FAMILY
4480,3206,FAMILY
4480,3736,FAMILY
3695,3206,FAMILY
3695,3736,FAMILY
3206,3736,FAMILY
4547,4903,FAMILY
3731,3757,FAMILY
3995,4307,FAMILY
3995,3996,FAMILY
3996,4307,FAMILY
4302,3514,FAMILY
4302,4784,FAMILY
4302,3104,FAMILY
3104,4784,FAMILY
3104,3514,FAMILY
4784,3514,FAMILY
2900,4740,FAMILY
3367,4248,FAMILY
3367,3063,FAMILY
3367,2948,FAMILY
3367,2906,FAMILY
3367,4220,FAMILY
4220,2906,FAMILY
4220,2948,FAMILY
4220,3063,FAMILY
4220,4248,FAMILY
2906,2948,FAMILY
2906,3063,FAMILY
2906,4248,FAMILY
2948,3063,FAMILY
2948,4248,FAMILY
3063,4248,FAMILY
4717,4308,FAMILY
4717,4109,FAMILY
