,NAME,VILLAGE,AGE,SEX,FAMILY,START
122,Name122,Kitowo,,,,
123,Name123,Kitowo,,,,
124,Name124,Kitowo,,,,
125,Name125,Kitowo,,,,
126,Name126,Kitowo,,,,
127,Name127,Kitowo,,,,
128,Name128,Kitowo,,,,
129,Name129,Kitowo,,,,
130,Name130,Kitowo,,,,
131,Name131,Kitowo,,,,
132,Name132,Kitowo,,,,
133,Name133,Kitowo,,,,
134,Name134,Kitowo,,,,
135,Name135,Kitowo,,,,
136,Name136,Kitowo,,,,
137,Name137,Kitowo,,,,
138,Name138,Kitowo,,,,
139,Name139,Kitowo,,,,
140,Name140,Kitowo,,,,
141,Name141,Kitowo,,,,
142,Name142,Kitowo,,,,
143,Name143,Kitowo,,,,
144,Name144,Kitowo,,,,
145,Name145,Kitowo,,,,
146,Name146,Kitowo,,,,
147,Name147,Kitowo,,,,
148,Name148,Kitowo,,,,
149,Name149,Kitowo,,,,
150,Name150,Kitowo,,,,
151,Name151,Kitowo,,,,
152,Name152,Kitowo,,,,
153,Name153,Kitowo,,,,
154,Name154,Kitowo,,,,
155,Name155,Kitowo,,,,
156,Name156,Kitowo,,,,
157,Name157,Kitowo,,,,
158,Name158,Kitowo,,,,
159,Name159,Kitowo,,,,
160,Name160,Kitowo,,,,
161,Name161,Kitowo,,,,
162,Name162,Kitowo,,,,
163,Name163,Kitowo,,,,
164,Name164,Kitowo,,,,
165,Name165,Kitowo,,,,
166,Name166,Kitowo,,,,
167,Name167,Kitowo,,,,
168,Name168,Kitowo,,,,
169,Name169,Kitowo,,,,
170,Name170,Kitowo,,,,
171,Name171,Kitowo,,,,
172,Name172,Kitowo,,,,
173,Name173,Kitowo,,,,
174,Name174,Kitowo,,,,
175,Name175,Kitowo,,,,
176,Name176,Kitowo,,,,
177,Name177,Kitowo,,,,
178,Name178,Kitowo,,,,
179,Name179,Kitowo,,,,
180,Name180,Kitowo,,,,
181,Name181,Kitowo,,,,
182,Name182,Kitowo,,,,
183,Name183,Kitowo,,,,
184,Name184,Kitowo,,,,
185,Name185,Kitowo,,,,
186,Name186,Kitowo,,,,
187,Name187,Kitowo,,,,
188,Name188,Kitowo,,,,
189,Name189,Kitowo,,,,
190,Name190,Kitowo,,,,
191,Name191,Kitowo,,,,
192,Name192,Kitowo,,,,
193,Name193,Kitowo,,,,
194,Name194,Kitowo,,,,
195,Name195,Kitowo,,,,
196,Name196,Kitowo,,,,
197,Name197,Kitowo,,,,
198,Name198,Kitowo,,,,
199,Name199,Kitowo,,,,
200,Name200,Kitowo,,,,
201,Name201,Kitowo,,,,
202,Name202,Kitowo,,,,
203,Name203,Kitowo,,,,
204,Name204,Kitowo,,,,
205,Name205,Kitowo,,,,
206,Name206,Kitowo,,,,
207,Name207,Kitowo,,,,
208,Name208,Kitowo,,,,
209,Name209,Kitowo,,,,
210,Name210,Kitowo,,,,
211,Name211,Kitowo,,,,
212,Name212,Kitowo,,,,
213,Name213,Kitowo,,,,
214,Name214,Kitowo,,,,
215,Name215,Kitowo,,,,
216,Name216,Kitowo,,,,
217,Name217,Kitowo,,,,
218,Name218,Kitowo,,,,
219,Name219,Kitowo,,,,
220,Name220,Kitowo,,,,
221,Name221,Kitowo,,,,
222,Name222,Kitowo,,,,
223,Name223,Kitowo,,,,
224,Name224,Kitowo,,,,
225,Name225,Kitowo,,,,
226,Name226,Kitowo,,,,
227,Name227,Kitowo,,,,
228,Name228,Kitowo,,,,
229,Name229,Kitowo,,,,
230,Name230,Kitowo,,,,
231,Name231,Kitowo,,,,
232,Name232,Kitowo,,,,
233,Name233,Kitowo,,,,
234,Name234,Kitowo,,,,
235,Name235,Kitowo,,,,
236,Name236,Kitowo,,,,
237,Name237,Kitowo,,,,
238,Name238,Kitowo,,,,
239,Name239,Kitowo,,,,
240,Name240,Kitowo,,,,
241,Name241,Kitowo,,,,
242,Name242,Kitowo,,,,
243,Name243,Kitowo,,,,
244,Name244,Kitowo,,,,
245,Name245,Kitowo,,,,
246,Name246,Kitowo,,,,
247,Name247,Kitowo,,,,
248,Name248,Kitowo,,,,
249,Name249,Kitowo,,,,
250,Name250,Kitowo,,,,
251,Name251,Kitowo,,,,
252,Name252,Kitowo,,,,
253,Name253,Kitowo,,,,
254,Name254,Kitowo,,,,
255,Name255,Kitowo,,,,
256,Name256,Kitowo,,,,
257,Name257,Kitowo,,,,
258,Name258,Kitowo,,,,
259,Name259,Kitowo,,,,
260,Name260,Kitowo,,,,
261,Name261,Kitowo,,,,
262,Name262,Kitowo,,,,
263,Name263,Kitowo,,,,
264,Name264,Kitowo,,,,
265,Name265,Kitowo,,,,
266,Name266,Kitowo,,,,
267,Name267,Kitowo,,,,
268,Name268,Kitowo,,,,
269,Name269,Kitowo,,,,
270,Name270,Kitowo,,,,
271,Name271,Kitowo,,,,
272,Name272,Kitowo,,,,
273,Name273,Kitowo,,,,
274,Name274,Kitowo,,,,
275,Name275,Kitowo,,,,
276,Name276,Kitowo,,,,
277,Name277,Kitowo,,,,
278,Name278,Kitowo,,,,
279,Name279,Kitowo,,,,
280,Name280,Kitowo,,,,
281,Name281,Kitowo,,,,
282,Name282,Kitowo,,,,
283,Name283,Kitowo,,,,
284,Name284,Kitowo,,,,
285,Name285,Kitowo,,,,
286,Name286,Kitowo,,,,
287,Name287,Kitowo,,,,
288,Name288,Kitowo,,,,
289,Name289,Kitowo,,,,
290,Name290,Kitowo,,,,
291,Name291,Kitowo,,,,
292,Name292,Kitowo,,,,
293,Name293,Kitowo,,,,
294,Name294,Kitowo,,,,
295,Name295,Kitowo,,,,
296,Name296,Kitowo,,,,
297,Name297,Kitowo,,,,
298,Name298,Kitowo,,,,
299,Name299,Kitowo,,,,
300,Name300,Kitowo,,,,
301,Name301,Kitowo,,,,
302,Name302,Kitowo,,,,
303,Name303,Kitowo,,,,
304,Name304,Kitowo,,,,
305,Name305,Kitowo,,,,
306,Name306,Kitowo,,,,
307,Name307,Kitowo,,,,
308,Name308,Kitowo,,,,
309,Name309,Kitowo,,,,
310,Name310,Kitowo,,,,
311,Name311,Kitowo,,,,
312,Name312,Kitowo,,,,
313,Name313,Kitowo,,,,
314,Name314,Kitowo,,,,
315,Name315,Kitowo,,,,
316,Name316,Kitowo,,,,
317,Name317,Kitowo,,,,
318,Name318,Kitowo,,,,
319,Name319,Kitowo,,,,
320,Name320,Kitowo,,,,
321,Name321,Kitowo,,,,
322,Name322,Kitowo,,,,
323,Name323,Kitowo,,,,
324,Name324,Kitowo,,,,
325,Name325,Kitowo,,,,
326,Name326,Kitowo,,,,
327,Name327,Kitowo,,,,
328,Name328,Kitowo,,,,
329,Name329,Kitowo,,,,
330,Name330,Kitowo,,,,
331,Name331,Kitowo,,,,
332,Name332,Kitowo,,,,
333,Name333,Kitowo,,,,
334,Name334,Kitowo,,,,
335,Name335,Kitowo,,,,
336,Name336,Kitowo,,,,
337,Name337,Kitowo,,,,
338,Name338,Kitowo,,,,
339,Name339,Kitowo,,,,
340,Name340,Kitowo,,,,
341,Name341,Kitowo,,,,
342,Name342,Kitowo,,,,
343,Name343,Kitowo,,,,
344,Name344,Kitowo,,,,
345,Name345,Kitowo,,,,
346,Name346,Kitowo,,,,
347,Name347,Kitowo,,,,
348,Name348,Kitowo,,,,
349,Name349,Kitowo,,,,
350,Name350,Kitowo,,,,
351,Name351,Kitowo,,,,
352,Name352,Kitowo,,,,
353,Name353,Kitowo,,,,
354,Name354,Kitowo,,,,
355,Name355,Kitowo,,,,
356,Name356,Kitowo,,,,
357,Name357,Kitowo,,,,
358,Name358,Kitowo,,,,
359,Name359,Kitowo,,,,
360,Name360,Kitowo,,,,
361,Name361,Kitowo,,,,
362,Name362,Kitowo,,,,
363,Name363,Kitowo,,,,
364,Name364,Kitowo,,,,
365,Name365,Kitowo,,,,
366,Name366,Kitowo,,,,
367,Name367,Kitowo,,,,
368,Name368,Kitowo,,,,
369,Name369,Kitowo,,,,
370,Name370,Kitowo,,,,
371,Name371,Kitowo,,,,
372,Name372,Kitowo,,,,
373,Name373,Kitowo,,,,
374,Name374,Kitowo,,,,
375,Name375,Kitowo,,,,
376,Name376,Kitowo,,,,
377,Name377,Kitowo,,,,
378,Name378,Kitowo,,,,
379,Name379,Kitowo,,,,
380,Name380,Kitowo,,,,
381,Name381,Kitowo,,,,
382,Name382,Kitowo,,,,
383,Name383,Kitowo,,,,
384,Name384,Kitowo,,,,
385,Name385,Kitowo,,,,
386,Name386,Kitowo,,,,
387,Name387,Kitowo,,,,
388,Name388,Kitowo,,,,
389,Name389,Kitowo,,,,
390,Name390,Kitowo,,,,
391,Name391,Kitowo,,,,
392,Name392,Kitowo,,,,
393,Name393,Kitowo,,,,
394,Name394,Kitowo,,,,
395,Name395,Kitowo,,,,
396,Name396,Kitowo,,,,
397,Name397,Kitowo,,,,
398,Name398,Kitowo,,,,
399,Name399,Kitowo,,,,
400,Name400,Kitowo,,,,
401,Name401,Kitowo,,,,
402,Name402,Kitowo,,,,
403,Name403,Kitowo,,,,
404,Name404,Kitowo,,,,
405,Name405,Kitowo,,,,
406,Name406,Kitowo,,,,
407,Name407,Kitowo,,,,
408,Name408,Kitowo,,,,
409,Name409,Kitowo,,,,
410,Name410,Kitowo,,,,
411,Name411,Kitowo,,,,
412,Name412,Kitowo,,,,
413,Name413,Kitowo,,,,
414,Name414,Kitowo,,,,
415,Name415,Kitowo,,,,
416,Name416,Kitowo,,,,
417,Name417,Kitowo,,,,
418,Name418,Kitowo,,,,
419,Name419,Kitowo,,,,
420,Name420,Kitowo,,,,
421,Name421,Kitowo,,,,
422,Name422,Kitowo,,,,
423,Name423,Kitowo,,,,
424,Name424,Kitowo,,,,
425,Name425,Kitowo,,,,
426,Name426,Kitowo,,,,
427,Name427,Kitowo,,,,
428,Name428,Kitowo,,,,
429,Name429,Kitowo,,,,
430,Name430,Kitowo,,,,
431,Name431,Kitowo,,,,
432,Name432,Kitowo,,,,
433,Name433,Kitowo,,,,
434,Name434,Kitowo,,,,
435,Name435,Kitowo,,,,
436,Name436,Kitowo,,,,
437,Name437,Kitowo,,,,
438,Name438,Kitowo,,,,
439,Name439,Kitowo,,,,
440,Name440,Kitowo,,,,
441,Name441,Kitowo,,,,
442,Name442,Kitowo,,,,
443,Name443,Kitowo,,,,
444,Name444,Kitowo,,,,
445,Name445,Kitowo,,,,
446,Name446,Kitowo,,,,
447,Name447,Kitowo,,,,
448,Name448,Kitowo,,,,
449,Name449,Kitowo,,,,
450,Name450,Kitowo,,,,
451,Name451,Kitowo,,,,
452,Name452,Kitowo,,,,
453,Name453,Kitowo,,,,
454,Name454,Kitowo,,,,
455,Name455,Kitowo,,,,
456,Name456,Kitowo,,,,
457,Name457,Kitowo,,,,
458,Name458,Kitowo,,,,
459,Name459,Kitowo,,,,
460,Name460,Kitowo,,,,
461,Name461,Kitowo,,,,
462,Name462,Kitowo,,,,
463,Name463,Kitowo,,,,
464,Name464,Kitowo,,,,
465,Name465,Kitowo,,,,
466,Name466,Kitowo,,,,
467,Name467,Kitowo,,,,
468,Name468,Kitowo,,,,
469,Name469,Kitowo,,,,
470,Name470,Kitowo,,,,
471,Name471,Kitowo,,,,
472,Name472,Kitowo,,,,
473,Name473,Kitowo,,,,
474,Name474,Kitowo,,,,
475,Name475,Kitowo,,,,
476,Name476,Kitowo,,,,
477,Name477,Kitowo,,,,
478,Name478,Kitowo,,,,
479,Name479,Kitowo,,,,
480,Name480,Kitowo,,,,
481,Name481,Kitowo,,,,
482,Name482,Kitowo,,,,
483,Name483,Kitowo,,,,
484,Name484,Kitowo,,,,
485,Name485,Kitowo,,,,
486,Name486,Kitowo,,,,
487,Name487,Kitowo,,,,
488,Name488,Kitowo,,,,
489,Name489,Kitowo,,,,
490,Name490,Kitowo,,,,
491,Name491,Kitowo,,,,
492,Name492,Kitowo,,,,
493,Name493,Kitowo,,,,
494,Name494,Kitowo,,,,
495,Name495,Kitowo,,,,
496,Name496,Kitowo,,,,
497,Name497,Kitowo,,,,
498,Name498,Kitowo,,,,
499,Name499,Kitowo,,,,
500,Name500,Kitowo,,,,
501,Name501,Kitowo,,,,
502,Name502,Kitowo,,,,
503,Name503,Kitowo,,,,
504,Name504,Kitowo,,,,
505,Name505,Kitowo,,,,
506,Name506,Kitowo,,,,
507,Name507,Kitowo,,,,
508,Name508,Kitowo,,,,
509,Name509,Kitowo,,,,
510,Name510,Kitowo,,,,
511,Name511,Kitowo,,,,
512,Name512,Kitowo,,,,
513,Name513,Kitowo,,,,
514,Name514,Kitowo,,,,
515,Name515,Kitowo,,,,
516,Name516,Kitowo,,,,
517,Name517,Kitowo,,,,
518,Name518,Kitowo,,,,
519,Name519,Kitowo,,,,
520,Name520,Kitowo,,,,
521,Name521,Kitowo,,,,
522,Name522,Kitowo,,,,
523,Name523,Kitowo,,,,
524,Name524,Kitowo,,,,
525,Name525,Kitowo,,,,
526,Name526,Kitowo,,,,
527,Name527,Kitowo,,,,
528,Name528,Kitowo,,,,
529,Name529,Kitowo,,,,
530,Name530,Kitowo,,,,
531,Name531,Kitowo,,,,
532,Name532,Kitowo,,,,
533,Name533,Kitowo,,,,
534,Name534,Kitowo,,,,
535,Name535,Kitowo,,,,
536,Name536,Kitowo,,,,
537,Name537,Kitowo,,,,
538,Name538,Kitowo,,,,
539,Name539,Kitowo,,,,
540,Name540,Kitowo,,,,
541,Name541,Kitowo,,,,
542,Name542,Kitowo,,,,
543,Name543,Kitowo,,,,
544,Name544,Kitowo,,,,
545,Name545,Kitowo,,,,
546,Name546,Kitowo,,,,
547,Name547,Kitowo,,,,
548,Name548,Kitowo,,,,
549,Name549,Kitowo,,,,
550,Name550,Kitowo,,,,
551,Name551,Kitowo,,,,
552,Name552,Kitowo,,,,
553,Name553,Kitowo,,,,
554,Name554,Kitowo,,,,
555,Name555,Kitowo,,,,
556,Name556,Kitowo,,,,
557,Name557,Kitowo,,,,
558,Name558,Kitowo,,,,
559,Name559,Kitowo,,,,
560,Name560,Kitowo,,,,
561,Name561,Kitowo,,,,
562,Name562,Kitowo,,,,
563,Name563,Kitowo,,,,
564,Name564,Kitowo,,,,
565,Name565,Kitowo,,,,
566,Name566,Kitowo,,,,
567,Name567,Kitowo,,,,
568,Name568,Kitowo,,,,
569,Name569,Kitowo,,,,
570,Name570,Kitowo,,,,
571,Name571,Kitowo,,,,
572,Name572,Kitowo,,,,
573,Name573,Kitowo,,,,
574,Name574,Kitowo,,,,
575,Name575,Kitowo,,,,
576,Name576,Kitowo,,,,
577,Name577,Kitowo,,,,
578,Name578,Kitowo,,,,
579,Name579,Kitowo,,,,
580,Name580,Kitowo,,,,
581,Name581,Kitowo,,,,
582,Name582,Kitowo,,,,
583,Name583,Kitowo,,,,
584,Name584,Kitowo,,,,
585,Name585,Kitowo,,,,
586,Name586,Kitowo,,,,
587,Name587,Kitowo,,,,
588,Name588,Kitowo,,,,
589,Name589,Kitowo,,,,
590,Name590,Kitowo,,,,
591,Name591,Kitowo,,,,
592,Name592,Kitowo,,,,
593,Name593,Kitowo,,,,
594,Name594,Kitowo,,,,
595,Name595,Kitowo,,,,
596,Name596,Kitowo,,,,
597,Name597,Kitowo,,,,
598,Name598,Kitowo,,,,
599,Name599,Kitowo,,,,
600,Name600,Kitowo,,,,
601,Name601,Kitowo,,,,
602,Name602,Kitowo,,,,
603,Name603,Kitowo,,,,
604,Name604,Kitowo,,,,
605,Name605,Kitowo,,,,
606,Name606,Kitowo,,,,
607,Name607,Kitowo,,,,
608,Name608,Kitowo,,,,
609,Name609,Kitowo,,,,
610,Name610,Kitowo,,,,
611,Name611,Kitowo,,,,
612,Name612,Kitowo,,,,
613,Name613,Kitowo,,,,
614,Name614,Kitowo,,,,
615,Name615,Kitowo,,,,
616,Name616,Kitowo,,,,
617,Name617,Kitowo,,,,
618,Name618,Kitowo,,,,
619,Name619,Kitowo,,,,
620,Name620,Kitowo,,,,
621,Name621,Kitowo,,,,
622,Name622,Kitowo,,,,
623,Name623,Kitowo,,,,
624,Name624,Kitowo,,,,
625,Name625,Kitowo,,,,
626,Name626,Kitowo,,,,
627,Name627,Kitowo,,,,
628,Name628,Kitowo,,,,
629,Name629,Kitowo,,,,
630,Name630,Kitowo,,,,
631,Name631,Kitowo,,,,
632,Name632,Kitowo,,,,
633,Name633,Kitowo,,,,
634,Name634,Kitowo,,,,
635,Name635,Kitowo,,,,
636,Name636,Kitowo,,,,
637,Name637,Kitowo,,,,
638,Name638,Kitowo,,,,
639,Name639,Kitowo,,,,
640,Name640,Kitowo,,,,
641,Name641,Kitowo,,,,
642,Name642,Kitowo,,,,
643,Name643,Kitowo,,,,
644,Name644,Kitowo,,,,
645,Name645,Kitowo,,,,
646,Name646,Kitowo,,,,
647,Name647,Kitowo,,,,
648,Name648,Kitowo,,,,
649,Name649,Kitowo,,,,
650,Name650,Kitowo,,,,
651,Name651,Kitowo,,,,
652,Name652,Kitowo,,,,
653,Name653,Kitowo,,,,
654,Name654,Kitowo,,,,
655,Name655,Kitowo,,,,
656,Name656,Kitowo,,,,
657,Name657,Kitowo,,,,
658,Name658,Kitowo,,,,
659,Name659,Kitowo,,,,
660,Name660,Kitowo,,,,
661,Name661,Kitowo,,,,
662,Name662,Kitowo,,,,
663,Name663,Kitowo,,,,
664,Name664,Kitowo,,,,
665,Name665,Kitowo,,,,
666,Name666,Kitowo,,,,
667,Name667,Kitowo,,,,
668,Name668,Kitowo,,,,
669,Name669,Kitowo,,,,
670,Name670,Kitowo,,,,
671,Name671,Kitowo,,,,
672,Name672,Kitowo,,,,
673,Name673,Kitowo,,,,
674,Name674,Kitowo,,,,
675,Name675,Kitowo,,,,
676,Name676,Kitowo,,,,
677,Name677,Kitowo,,,,
678,Name678,Kitowo,,,,
679,Name679,Kitowo,,,,
680,Name680,Kitowo,,,,
681,Name681,Kitowo,,,,
682,Name682,Kitowo,,,,
683,Name683,Kitowo,,,,
684,Name684,Kitowo,,,,
685,Name685,Kitowo,,,,
686,Name686,Kitowo,,,,
687,Name687,Kitowo,,,,
688,Name688,Kitowo,,,,
689,Name689,Kitowo,,,,
690,Name690,Kitowo,,,,
691,Name691,Kitowo,,,,
692,Name692,Kitowo,,,,
693,Name693,Kitowo,,,,
694,Name694,Kitowo,,,,
695,Name695,Kitowo,,,,
696,Name696,Kitowo,,,,
697,Name697,Kitowo,,,,
698,Name698,Kitowo,,,,
699,Name699,Kitowo,,,,
700,Name700,Kitowo,,,,
701,Name701,Kitowo,,,,
702,Name702,Kitowo,,,,
703,Name703,Kitowo,,,,
704,Name704,Kitowo,,,,
705,Name705,Kitowo,,,,
706,Name706,Kitowo,,,,
707,Name707,Kitowo,,,,
708,Name708,Kitowo,,,,
709,Name709,Kitowo,,,,
710,Name710,Kitowo,,,,
711,Name711,Kitowo,,,,
712,Name712,Kitowo,,,,
713,Name713,Kitowo,,,,
714,Name714,Kitowo,,,,
715,Name715,Kitowo,,,,
716,Name716,Kitowo,,,,
717,Name717,Kitowo,,,,
718,Name718,Kitowo,,,,
719,Name719,Kitowo,,,,
720,Name720,Kitowo,,,,
721,Name721,Kitowo,,,,
722,Name722,Kitowo,,,,
723,Name723,Kitowo,,,,
724,Name724,Kitowo,,,,
725,Name725,Kitowo,,,,
726,Name726,Kitowo,,,,
727,Name727,Kitowo,,,,
728,Name728,Kitowo,,,,
729,Name729,Kitowo,,,,
730,Name730,Kitowo,,,,
731,Name731,Kitowo,,,,
732,Name732,Kitowo,,,,
733,Name733,Kitowo,,,,
734,Name734,Kitowo,,,,
735,Name735,Kitowo,,,,
736,Name736,Kitowo,,,,
737,Name737,Kitowo,,,,
738,Name738,Kitowo,,,,
739,Name739,Kitowo,,,,
740,Name740,Kitowo,,,,
741,Name741,Kitowo,,,,
742,Name742,Kitowo,,,,
743,Name743,Kitowo,,,,
744,Name744,Kitowo,,,,
745,Name745,Kitowo,,,,
746,Name746,Kitowo,,,,
747,Name747,Kitowo,,,,
748,Name748,Kitowo,,,,
749,Name749,Kitowo,,,,
750,Name750,Kitowo,,,,
751,Name751,Kitowo,,,,
752,Name752,Kitowo,,,,
753,Name753,Kitowo,,,,
754,Name754,Kitowo,,,,
755,Name755,Kitowo,,,,
756,Name756,Kitowo,,,,
757,Name757,Kitowo,,,,
758,Name758,Kitowo,,,,
759,Name759,Kitowo,,,,
760,Name760,Kitowo,,,,
761,Name761,Kitowo,,,,
762,Name762,Kitowo,,,,
763,Name763,Kitowo,,,,
764,Name764,Kitowo,,,,
765,Name765,Kitowo,,,,
766,Name766,Kitowo,,,,
767,Name767,Kitowo,,,,
768,Name768,Kitowo,,,,
769,Name769,Kitowo,,,,
770,Name770,Kitowo,,,,
771,Name771,Kitowo,,,,
772,Name772,Kitowo,,,,
773,Name773,Kitowo,,,,
774,Name774,Kitowo,,,,
775,Name775,Kitowo,,,,
776,Name776,Kitowo,,,,
777,Name777,Kitowo,,,,
778,Name778,Kitowo,,,,
779,Name779,Kitowo,,,,
780,Name780,Kitowo,,,,
781,Name781,Kitowo,,,,
782,Name782,Kitowo,,,,
783,Name783,Kitowo,,,,
784,Name784,Kitowo,,,,
785,Name785,Kitowo,,,,
786,Name786,Kitowo,,,,
787,Name787,Kitowo,,,,
788,Name788,Kitowo,,,,
789,Name789,Kitowo,,,,
790,Name790,Kitowo,,,,
791,Name791,Kitowo,,,,
792,Name792,Kitowo,,,,
793,Name793,Kitowo,,,,
794,Name794,Kitowo,,,,
795,Name795,Kitowo,,,,
796,Name796,Kitowo,,,,
797,Name797,Kitowo,,,,
798,Name798,Kitowo,,,,
799,Name799,Kitowo,,,,
800,Name800,Kitowo,,,,
801,Name801,Kitowo,,,,
802,Name802,Kitowo,,,,
803,Name803,Kitowo,,,,
804,Name804,Kitowo,,,,
805,Name805,Kitowo,,,,
806,Name806,Kitowo,,,,
807,Name807,Kitowo,,,,
808,Name808,Kitowo,,,,
809,Name809,Kitowo,,,,
810,Name810,Kitowo,,,,
811,Name811,Kitowo,,,,
812,Name812,Kitowo,,,,
813,Name813,Kitowo,,,,
814,Name814,Kitowo,,,,
815,Name815,Kitowo,,,,
816,Name816,Kitowo,,,,
817,Name817,Kitowo,,,,
818,Name818,Kitowo,,,,
819,Name819,Kitowo,,,,
820,Name820,Kitowo,,,,
821,Name821,Kitowo,,,,
822,Name822,Kitowo,,,,
823,Name823,Kitowo,,,,
824,Name824,Kitowo,,,,
825,Name825,Kitowo,,,,
826,Name826,Kitowo,,,,
827,Name827,Kitowo,,,,
828,Name828,Kitowo,,,,
829,Name829,Kitowo,,,,
830,Name830,Kitowo,,,,
831,Name831,Kitowo,,,,
832,Name832,Kitowo,,,,
833,Name833,Kitowo,,,,
834,Name834,Kitowo,,,,
835,Name835,Kitowo,,,,
836,Name836,Kitowo,,,,
837,Name837,Kitowo,,,,
838,Name838,Kitowo,,,,
839,Name839,Kitowo,,,,
840,Name840,Kitowo,,,,
841,Name841,Kitowo,,,,
842,Name842,Kitowo,,,,
843,Name843,Kitowo,,,,
844,Name844,Kitowo,,,,
845,Name845,Kitowo,,,,
846,Name846,Kitowo,,,,
847,Name847,Kitowo,,,,
848,Name848,Kitowo,,,,
849,Name849,Kitowo,,,,
850,Name850,Kitowo,,,,
851,Name851,Kitowo,,,,
852,Name852,Kitowo,,,,
853,Name853,Kitowo,,,,
854,Name854,Kitowo,,,,
855,Name855,Kitowo,,,,
856,Name856,Kitowo,,,,
857,Name857,Kitowo,,,,
858,Name858,Kitowo,,,,
859,Name859,Kitowo,,,,
860,Name860,Kitowo,,,,
861,Name861,Kitowo,,,,
862,Name862,Kitowo,,,,
863,Name863,Kitowo,,,,
864,Name864,Kitowo,,,,
865,Name865,Kitowo,,,,
866,Name866,Kitowo,,,,
867,Name867,Kitowo,,,,
868,Name868,Kitowo,,,,
869,Name869,Kitowo,,,,
870,Name870,Kitowo,,,,
871,Name871,Kitowo,,,,
